"","muni.no","muni.name","2001month1","2001month2","2001month3","2001month4","2001month5","2001month6","2001month7","2001month8","2001month9","2001month10","2001month11","2001month12","2002month1","2002month2","2002month3","2002month4","2002month5","2002month6","2002month7","2002month8","2002month9","2002month10","2002month11","2002month12","2003month1","2003month2","2003month3","2003month4","2003month5","2003month6","2003month7","2003month8","2003month9","2003month10","2003month11","2003month12","2004month1","2004month2","2004month3","2004month4","2004month5","2004month6","2004month7","2004month8","2004month9","2004month10","2004month11","2004month12","2005month1","2005month2","2005month3","2005month4","2005month5","2005month6","2005month7","2005month8","2005month9","2005month10","2005month11","2005month12","2006month1","2006month2","2006month3","2006month4","2006month5","2006month6","2006month7","2006month8","2006month9","2006month10","2006month11","2006month12","2007month1","2007month2","2007month3","2007month4","2007month5","2007month6","2007month7","2007month8","2007month9","2007month10","2007month11","2007month12","2008month1","2008month2","2008month3","2008month4","2008month5","2008month6","2008month7","2008month8","2008month9","2008month10","2008month11","2008month12","2009month1","2009month2","2009month3","2009month4","2009month5","2009month6","2009month7","2009month8","2009month9","2009month10","2009month11","2009month12","2010month1","2010month2","2010month3","2010month4","2010month5","2010month6","2010month7","2010month8","2010month9","2010month10","2010month11","2010month12","2011month1","2011month2","2011month3","2011month4","2011month5","2011month6","2011month7","2011month8","2011month9","2011month10","2011month11","2011month12","2012month1","2012month2","2012month3","2012month4","2012month5","2012month6","2012month7","2012month8","2012month9","2012month10","2012month11","2012month12","2013month1","2013month2","2013month3","2013month4","2013month5","2013month6","2013month7","2013month8","2013month9","2013month10","2013month11","2013month12","2014month1","2014month2","2014month3","2014month4","2014month5","2014month6","2014month7","2014month8","2014month9","2014month10","2014month11","2014month12"
"5200",510268,"Campos de Júlio",0,0,0,0,6,0,0,22,7,6,0,0,0,0,0,0,24,18,28,23,42,29,9,1,1,2,0,1,12,68,49,26,41,4,3,8,0,5,0,0,26,124,92,37,41,2,1,0,0,0,1,0,0,8,6,41,24,1,13,0,0,0,0,0,0,4,6,23,0,3,7,0,0,1,0,0,1,16,2,151,122,18,0,1,0,0,0,0,0,3,22,10,22,2,2,0,0,4,0,0,0,1,0,1,1,2,0,0,0,1,0,0,0,0,36,97,38,12,0,1,0,0,0,1,3,1,2,8,4,0,0,0,0,0,0,0,4,4,0,42,89,6,0,0,0,0,0,0,4,1,2,18,5,0,1,0,0,0,0,1,3,4,3,1,19,13,2,0
"5201",510269,"CanaBrava do Norte",0,0,0,0,0,4,0,20,35,1,0,0,0,0,0,0,0,7,30,136,128,69,7,0,0,0,0,0,0,7,4,4,63,12,0,11,0,0,0,0,4,31,50,48,304,19,2,2,0,0,0,0,1,0,2,12,49,42,2,0,4,0,0,0,0,6,0,22,64,2,10,0,0,0,0,0,0,5,19,141,246,56,3,3,0,1,0,0,0,0,0,3,35,23,5,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,3,5,20,234,40,9,1,0,0,0,0,0,0,0,0,1,108,6,0,0,0,0,0,0,0,2,3,21,120,8,0,1,0,0,0,0,2,10,3,2,20,3,1,2,2,0,0,0,5,3,2,12,89,24,0,0
"5202",510270,"Canarana",1,0,0,2,5,8,56,89,17,44,2,0,0,0,0,6,7,19,83,135,107,120,29,11,5,0,0,18,16,79,136,105,146,49,4,3,0,0,1,1,9,42,209,71,155,115,21,2,0,0,0,1,11,9,77,136,102,136,10,0,9,0,0,0,59,36,50,64,45,31,17,0,0,0,0,5,8,31,21,167,166,67,33,6,0,0,0,0,0,2,2,90,40,15,0,1,0,0,0,0,1,10,10,72,15,15,0,0,1,0,0,0,36,21,21,288,93,17,0,0,0,0,0,0,14,5,26,38,99,2,0,1,0,6,0,1,9,11,9,6,82,9,0,0,15,0,2,3,25,13,14,54,48,5,3,0,0,0,0,1,15,20,33,125,60,49,0,0
"5203",510279,"Carlinda",0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,3,23,15,14,8,1,0,0,0,0,0,0,7,1,16,60,4,4,0,0,0,0,0,1,3,6,10,36,12,3,0,0,0,0,0,1,0,1,3,60,5,0,1,0,0,0,0,0,2,0,14,49,1,0,0,0,0,0,0,0,0,1,0,18,5,0,1,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,1,7,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,4,6,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,4,9,0,0
"5204",510285,"Castanheira",0,0,0,1,0,0,0,4,26,24,0,0,0,0,0,0,0,0,5,37,165,157,2,1,0,0,1,0,0,1,9,63,154,66,5,0,0,0,0,0,0,0,0,20,439,87,1,0,0,0,0,0,0,0,8,82,409,74,2,0,0,0,0,0,0,2,1,9,155,27,4,0,0,0,0,0,0,2,0,144,394,101,0,0,0,0,0,0,0,0,0,15,99,36,2,0,0,0,0,0,0,0,0,0,10,25,3,0,0,0,0,0,1,0,3,14,101,50,0,0,0,0,0,0,0,0,0,0,14,10,4,0,0,0,0,0,0,0,0,1,43,29,0,0,0,0,0,0,0,0,0,5,26,3,0,0,0,0,0,0,0,0,0,0,32,16,2,0
"5205",510300,"Chapada dos Guimarães",0,0,0,0,0,1,0,8,11,3,0,0,0,0,0,0,1,0,3,25,38,40,6,0,0,0,2,0,4,9,11,12,59,25,26,0,0,0,1,0,3,4,14,20,59,46,4,0,0,1,0,2,1,0,2,41,22,34,3,1,0,0,0,0,0,0,4,2,30,4,2,0,1,0,0,0,2,2,4,5,78,33,2,0,0,0,0,0,0,0,1,2,58,23,3,0,1,0,0,0,0,2,1,2,18,11,7,0,0,0,0,0,0,0,21,87,107,25,1,2,0,0,0,0,0,0,4,0,28,9,3,0,2,0,0,0,0,0,0,1,12,4,2,1,0,0,0,0,0,0,10,11,27,2,2,0,0,0,0,0,0,0,0,3,13,14,0,0
"5206",510305,"Cláudia",0,2,0,0,4,1,1,11,25,38,0,0,0,0,0,0,12,27,22,46,70,32,21,6,2,0,0,4,22,105,61,17,111,5,12,1,0,0,0,2,26,247,95,64,149,121,17,10,0,0,0,1,16,20,34,23,150,126,5,0,1,0,1,0,1,2,38,16,31,11,29,0,0,0,0,0,5,21,52,33,205,66,1,0,0,0,0,0,3,1,4,13,13,20,4,0,1,0,0,0,0,29,20,10,9,8,0,0,0,0,0,1,7,7,22,118,60,28,3,0,0,0,0,0,7,49,27,72,46,21,0,1,0,1,0,0,8,34,9,67,79,8,0,2,0,0,0,0,0,7,3,9,50,4,1,0,0,0,0,0,6,32,6,152,56,39,0,0
"5207",510310,"Cocalinho",0,0,0,0,2,0,5,23,109,20,0,0,0,0,0,1,0,5,31,242,347,119,4,1,2,0,0,1,12,20,27,51,338,29,3,3,1,0,0,0,7,26,14,31,278,152,14,3,0,0,0,0,24,33,15,64,204,163,8,1,6,0,0,0,4,18,42,92,179,21,6,1,0,0,1,1,14,24,31,201,875,131,43,0,0,0,0,0,7,12,8,23,138,138,11,0,1,0,0,0,0,5,5,10,35,13,5,0,0,0,0,11,8,22,126,185,923,184,5,0,0,0,0,2,10,13,20,15,80,23,6,0,0,1,0,1,1,15,9,41,274,98,0,2,0,4,0,4,13,12,10,5,69,88,6,0,0,0,0,0,11,11,4,9,107,361,0,14
"5208",510320,"Colíder",0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,4,1,4,54,5,3,0,0,0,0,0,0,5,0,8,18,2,1,1,0,0,0,0,0,3,0,3,30,6,3,1,0,0,0,0,0,1,4,5,34,10,1,0,0,0,0,0,0,0,8,9,16,6,0,0,0,0,0,0,0,0,0,5,24,12,0,1,0,0,0,0,0,0,1,15,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,4,0,1,1,0,0,0,0,0,0,0,2,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,1,11,6,2,0,0
"5209",510325,"Colniza",0,0,0,0,0,0,1,61,15,12,0,0,0,0,0,1,0,1,51,772,206,40,6,0,0,0,0,0,1,26,114,686,401,61,18,0,0,0,0,0,0,7,131,1343,710,53,1,3,0,0,0,0,1,7,194,1449,1140,46,3,0,4,0,0,0,0,14,196,1091,1283,70,10,0,5,0,0,4,0,23,52,1177,1076,250,2,0,2,0,0,5,0,0,31,370,354,112,0,2,2,0,0,0,2,0,26,184,200,99,6,2,0,0,0,2,1,5,57,537,443,100,2,3,4,4,0,8,0,4,14,109,155,68,2,7,0,0,0,1,0,4,34,534,256,100,10,2,3,0,0,0,1,2,9,87,181,14,0,1,7,0,0,0,1,2,6,639,242,46,0,10
"5210",510330,"Comodoro",0,0,0,0,0,3,6,29,17,6,0,0,0,0,0,0,0,7,28,66,345,45,11,1,0,0,1,1,4,22,146,125,312,115,17,4,0,0,4,1,16,198,124,379,482,203,3,1,0,0,0,7,90,139,85,251,410,27,4,0,1,0,0,0,13,6,40,100,263,5,15,0,0,0,0,0,7,50,50,408,527,38,0,0,0,1,0,1,5,10,9,76,181,29,0,1,0,0,0,0,0,7,10,51,32,16,0,0,0,0,1,6,5,14,32,650,237,74,6,4,0,0,0,0,0,6,9,55,69,19,3,0,0,0,0,0,2,8,6,88,139,39,1,0,1,0,0,0,0,2,9,79,64,18,4,1,0,0,0,0,0,5,27,28,52,11,1,0
"5211",510335,"Confresa",2,0,0,0,0,3,0,37,71,3,0,1,0,0,0,0,0,0,18,726,617,36,3,1,0,0,0,0,0,7,26,25,830,23,4,2,0,0,0,0,2,13,42,162,1020,51,2,0,0,0,0,0,0,0,29,39,871,143,1,0,0,0,0,0,0,7,20,140,455,32,26,0,0,1,0,0,1,21,38,281,1322,160,1,2,0,0,0,0,0,4,0,59,123,218,4,0,0,0,0,0,0,0,11,5,38,20,1,0,0,0,0,0,1,1,60,266,1121,40,0,0,0,0,0,0,0,0,0,3,98,13,0,0,0,0,0,0,2,9,9,71,173,23,1,3,4,0,0,0,14,13,27,7,101,24,4,3,1,0,0,0,7,13,23,54,121,61,3,0
"5212",510336,"Conquista D'oeste",0,0,0,0,0,0,2,12,1,2,0,0,0,0,0,0,0,0,6,0,8,3,2,0,0,0,0,0,2,0,4,5,9,10,1,0,0,0,0,0,0,1,18,7,22,12,0,0,0,0,0,0,3,13,0,68,6,15,0,0,0,0,0,0,0,2,5,41,33,0,0,0,0,0,0,0,0,5,4,33,51,9,0,0,0,0,0,0,0,0,2,0,17,3,1,0,0,0,0,0,0,1,0,11,11,0,1,0,0,0,0,0,7,0,60,223,37,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,100,19,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,2,5,3,0,0,0
"5213",510337,"Cotriguaçu",0,0,0,0,0,0,0,12,19,1,3,0,0,0,0,0,0,1,22,322,86,25,0,0,0,0,0,0,0,12,30,303,294,8,0,0,0,0,0,0,0,5,126,426,396,11,0,0,0,0,0,0,0,2,105,705,497,34,0,0,0,0,0,0,0,9,55,426,502,21,0,1,0,0,0,0,0,3,8,260,545,107,0,0,0,0,0,0,0,0,6,126,102,30,1,0,1,0,0,0,0,1,3,18,82,57,2,1,0,0,0,0,0,2,3,53,121,40,0,6,1,0,0,0,0,0,5,12,68,26,0,0,0,0,0,0,0,1,3,82,157,46,0,4,0,0,0,0,0,1,0,11,65,3,0,3,0,0,0,0,0,0,1,65,158,19,0,7
"5214",510340,"Cuiabá",0,0,0,0,0,0,0,37,11,2,0,0,0,0,0,0,0,0,9,52,24,6,1,0,0,0,0,0,0,5,5,15,52,8,0,0,0,0,1,0,0,0,2,21,47,19,2,2,0,0,0,0,0,1,11,27,8,8,2,0,3,0,0,0,0,2,4,24,10,0,0,0,0,0,0,0,1,1,3,20,133,9,0,0,0,0,0,0,0,0,1,21,26,11,0,0,0,0,0,0,0,0,0,11,1,2,0,0,0,0,1,0,0,9,18,144,191,3,0,0,0,0,0,0,0,0,2,15,11,1,0,0,0,0,0,0,0,0,1,14,41,1,0,0,0,0,0,0,0,0,0,34,29,3,4,0,0,0,0,0,0,0,0,2,5,6,0,0
"5215",510343,"Curvelândia",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,6,2,0,1,0,0,1,2,5,2,4,11,7,1,1,1,0,0,0,2,0,1,2,6,6,0,0,0,5,0,0,0,0,0,0,13,15,1,0,0,1,0,0,0,0,1,8,2,0,5,0,0,0,0,0,0,0,0,0,6,3,4,1,0,0,0,0,0,0,0,1,4,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,4,7,2,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,1,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5216",510345,"Denise",0,0,0,1,0,0,6,1,7,1,0,0,0,0,0,9,2,6,0,0,7,3,0,2,0,0,1,1,4,0,0,0,1,5,2,0,0,0,0,3,1,0,7,5,3,1,2,7,0,0,0,7,4,10,18,18,5,8,2,0,0,0,0,0,6,1,9,11,4,3,3,0,0,0,0,3,3,0,3,11,5,6,0,0,0,0,0,0,4,0,1,13,10,9,3,0,1,0,0,0,0,1,3,10,6,8,0,0,0,0,0,0,15,8,8,4,1,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,3,0,0
"5217",510350,"Diamantino",0,0,0,0,0,6,0,3,6,1,0,0,0,0,0,1,0,12,26,25,24,45,1,6,1,1,0,5,28,70,70,32,91,38,10,4,0,0,4,10,41,79,47,65,98,33,6,0,0,0,0,0,9,5,35,34,24,13,0,0,1,0,0,1,0,1,70,29,45,10,3,2,0,0,0,4,24,6,15,21,117,21,4,1,0,0,0,0,2,1,37,20,38,13,4,0,4,0,1,0,3,0,9,14,1,7,0,0,0,0,5,0,1,9,8,53,55,11,1,2,0,0,0,0,1,5,3,17,15,1,1,0,0,0,0,0,1,5,3,10,19,4,1,0,1,0,3,1,5,6,10,7,5,3,0,0,0,0,0,0,1,7,7,13,22,9,0,1
"5218",510360,"Dom Aquino",0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,8,5,4,1,0,0,0,0,0,0,4,0,0,8,4,1,0,0,0,0,0,0,2,0,2,2,4,0,1,0,0,1,2,2,4,3,16,1,3,0,0,0,0,0,0,0,1,0,2,3,0,1,0,0,0,0,2,0,0,6,4,41,0,0,0,0,0,0,0,3,0,1,2,8,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,2,17,86,7,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5219",510370,"Feliz Natal",0,1,0,1,14,0,3,7,15,5,0,0,1,0,0,3,12,41,7,25,126,123,21,5,5,0,0,8,32,214,145,178,299,23,13,2,0,0,2,6,123,310,261,86,403,189,35,18,1,6,1,17,104,87,31,178,530,175,16,0,8,0,0,3,65,88,108,72,237,31,35,0,0,0,14,7,17,99,91,33,683,123,8,1,0,0,0,0,0,4,46,26,17,54,8,0,0,0,0,0,11,52,44,38,41,37,0,1,0,0,0,41,10,0,24,594,663,68,2,4,2,1,0,0,13,31,3,22,233,16,2,0,0,0,0,0,11,55,40,411,426,8,1,3,0,0,0,2,10,24,36,34,44,29,1,0,0,0,0,0,0,8,9,334,229,142,0,1
"5220",510380,"Figueirópolis d'Oeste",0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,9,7,7,0,0,0,0,0,0,0,0,3,2,7,0,0,0,0,0,0,0,0,0,2,4,1,4,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,3,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5221",510385,"Gaúcha do Norte",1,0,0,0,10,14,8,43,31,72,4,0,0,2,0,0,7,26,99,252,425,336,17,7,0,0,0,4,47,282,150,43,154,64,31,6,0,0,0,1,98,224,337,101,384,261,56,18,0,4,0,2,14,20,108,67,199,276,4,0,15,0,0,1,17,32,128,98,196,27,69,1,1,1,4,1,28,59,71,337,565,196,60,4,1,0,0,0,1,38,52,42,91,125,34,0,5,0,0,0,5,64,34,32,27,38,9,0,1,1,0,6,29,19,22,209,525,154,5,3,1,0,0,0,13,22,47,66,123,40,4,0,0,0,3,0,7,87,72,134,203,36,3,1,0,0,0,0,10,17,49,56,119,6,2,3,4,0,0,0,8,28,47,116,193,87,2,0
"5222",510390,"General Carneiro",0,0,0,2,1,10,28,28,19,0,0,0,0,0,0,0,2,1,27,19,11,3,3,1,0,0,0,0,25,2,41,51,21,4,0,0,0,0,0,0,0,1,18,23,58,17,0,1,0,0,0,0,0,0,8,102,14,8,0,0,0,0,0,0,1,5,24,27,8,0,0,0,0,0,0,0,2,9,11,98,84,12,1,0,0,0,0,0,0,0,2,44,37,3,0,0,0,0,0,2,3,0,4,22,5,3,1,0,0,0,0,0,2,5,31,63,159,3,0,0,0,0,0,0,0,1,1,18,49,0,0,0,0,0,0,0,0,0,0,88,14,4,0,0,0,0,0,0,0,0,5,33,4,3,0,0,0,0,0,0,0,0,9,96,11,3,0,0
"5223",510395,"Glória d'Oeste",0,0,0,0,0,0,2,0,1,7,1,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,3,0,12,4,2,0,0,0,0,0,0,0,0,1,1,12,0,1,0,0,0,0,0,0,0,2,5,6,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5224",510410,"Guarantã do Norte",0,0,0,0,0,2,1,28,15,2,0,0,0,0,0,0,0,2,15,134,93,73,0,0,0,0,0,0,2,10,70,17,221,10,0,0,0,0,0,0,0,31,12,35,367,11,3,0,0,0,0,0,0,5,7,76,151,35,2,0,0,0,0,0,0,7,19,70,172,11,4,1,0,0,0,0,0,9,1,116,373,111,0,0,0,0,0,0,0,1,3,11,44,18,1,0,0,0,0,0,0,0,3,6,8,6,0,0,0,0,0,0,0,9,0,169,97,32,1,0,0,0,0,0,0,0,1,6,19,6,2,0,0,0,0,0,0,0,2,4,63,0,0,0,0,0,0,0,0,0,2,12,44,3,0,0,0,0,0,0,0,0,2,4,46,13,0,0
"5225",510420,"Guiratinga",0,0,0,0,0,0,5,14,13,6,0,0,0,0,0,0,0,2,1,28,47,28,12,3,0,0,0,0,5,11,8,10,37,24,2,0,0,0,0,3,3,10,16,29,93,40,9,0,0,0,0,0,2,3,17,34,35,7,0,0,0,0,0,0,1,0,2,15,16,2,5,0,0,0,0,0,0,5,2,62,58,25,0,0,0,0,0,0,0,0,3,8,48,12,3,0,0,0,0,0,0,0,1,5,4,0,1,0,0,0,0,0,0,2,30,94,493,24,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,3,2,20,7,0,1,0,0,0,1,3,0,2,5,8,5,2,1,1,0,0,0,0,2,5,25,47,24,0,0
"5226",510450,"Indiavaí",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,1,6,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"5227",510455,"Itaúba",0,0,0,0,0,2,1,4,12,25,0,0,0,1,0,2,3,26,8,35,51,48,8,0,0,0,0,5,12,24,60,87,63,27,8,0,0,0,0,3,9,77,198,51,155,65,12,2,3,0,0,0,3,21,5,57,145,67,9,0,34,0,0,0,3,3,16,20,36,20,10,0,0,0,0,0,1,4,4,54,172,68,1,0,0,0,0,0,1,14,11,3,3,9,0,0,0,0,0,0,0,3,0,3,1,3,2,0,0,0,0,0,2,0,34,34,51,52,4,0,0,0,0,0,10,9,4,3,4,8,3,0,0,0,0,0,1,13,1,0,19,3,1,2,0,0,0,1,0,1,4,37,14,11,1,0,0,0,0,0,2,22,10,1,97,10,3,0
"5228",510460,"Itiquira",0,0,0,0,3,2,5,9,53,12,0,0,0,0,0,0,1,2,19,49,86,44,12,1,0,0,0,0,41,52,47,43,39,35,5,0,0,0,4,0,13,21,12,29,58,155,0,0,0,4,0,0,0,1,2,19,94,14,0,1,0,0,0,0,0,2,2,29,59,1,3,0,0,0,0,0,1,0,9,4,29,40,2,0,0,1,0,0,3,11,10,0,21,25,0,0,0,0,0,1,0,4,5,2,37,8,0,0,0,0,0,0,9,10,75,89,675,4,0,0,0,0,0,0,0,3,2,6,8,3,1,1,0,0,0,0,0,0,0,4,5,14,0,0,0,0,0,0,2,0,6,25,31,7,2,0,0,0,0,0,0,0,0,1,34,1,0,1
"5229",510480,"Jaciara",0,0,0,0,0,2,1,3,2,0,0,0,0,0,0,0,0,3,9,0,13,4,0,0,0,0,1,3,6,6,20,9,9,5,0,0,0,0,0,0,0,14,8,19,30,14,0,0,0,0,0,0,1,3,7,14,22,6,0,0,0,1,0,0,6,5,13,14,3,0,0,0,0,0,1,0,0,13,4,24,24,6,0,0,0,0,0,0,5,6,22,33,5,5,0,0,0,0,0,0,0,1,4,23,6,0,1,0,0,0,0,0,0,13,23,25,68,2,0,1,0,0,0,0,0,0,3,14,1,3,0,0,0,0,0,0,2,0,1,3,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0
"5230",510490,"Jangada",0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,24,13,0,1,0,0,0,0,0,0,0,2,2,2,0,4,0,0,0,0,1,0,0,0,3,5,4,1,0,0,0,0,0,0,1,31,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,10,4,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5231",510500,"Jauru",0,0,0,0,0,0,0,8,4,2,0,0,0,0,0,0,0,0,0,9,7,3,4,0,0,0,0,0,0,0,0,5,10,5,1,0,0,0,0,0,0,0,0,1,4,5,0,0,0,0,0,0,0,0,1,10,13,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,9,2,0,0,0,0,0,0,0,0,0,2,8,5,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
"5232",510510,"Juara",0,0,0,0,0,0,7,41,120,32,0,0,0,0,0,0,0,5,105,188,180,227,19,5,0,0,0,0,0,63,262,535,385,49,30,4,0,0,0,1,0,22,153,229,643,189,19,8,0,0,0,1,0,6,128,678,1153,195,14,0,0,0,0,0,2,9,21,63,478,74,23,5,1,0,1,2,0,42,38,445,565,173,5,0,0,0,0,0,4,0,3,80,250,123,4,3,2,0,0,0,0,2,10,17,86,43,3,0,3,0,0,2,8,17,86,714,297,36,9,2,0,0,2,6,0,52,6,14,55,19,7,1,0,7,0,4,6,10,5,144,215,24,2,0,1,0,0,1,3,15,42,216,150,43,0,3,0,0,0,0,3,16,40,167,78,37,5,3
"5233",510515,"Juína",0,0,0,0,0,0,5,38,41,28,0,0,0,0,0,0,2,27,102,200,260,138,10,0,0,0,0,0,0,8,63,155,209,127,30,1,0,0,0,0,0,3,59,407,617,196,1,0,0,0,0,0,0,9,83,183,863,120,7,0,1,0,0,0,1,1,15,99,197,13,3,0,0,0,0,0,0,9,19,117,476,188,2,1,0,0,0,0,0,0,6,166,126,68,2,2,0,0,0,1,0,1,2,3,36,11,2,0,0,0,0,1,0,0,2,91,95,61,2,3,0,0,0,0,0,2,8,10,45,17,2,0,0,0,1,0,2,1,0,8,96,27,8,0,0,1,0,0,0,4,4,31,35,5,0,0,0,0,0,0,0,0,2,111,46,30,1,1
"5234",510517,"Juruena",0,0,0,0,0,0,0,11,5,5,0,0,0,0,0,0,0,0,14,134,177,56,1,0,0,0,0,0,0,5,19,234,185,29,0,0,0,0,0,0,0,1,4,118,302,55,0,0,0,0,0,0,0,0,19,99,475,56,1,0,0,0,0,0,0,0,13,27,192,20,3,0,0,0,0,0,0,0,5,139,345,115,4,0,0,0,0,0,0,0,11,4,109,44,5,0,0,0,0,0,0,0,8,1,17,21,4,0,0,0,0,0,0,1,3,66,78,33,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,17,56,26,0,0,0,0,0,0,0,2,1,4,23,8,0,0,0,0,0,0,0,0,0,2,51,28,0,0
"5235",510520,"Juscimeira",0,0,0,0,1,0,1,4,9,2,0,0,0,0,0,0,1,13,5,15,15,10,2,0,0,0,0,0,0,7,14,21,22,7,1,0,0,0,0,0,1,4,19,20,22,17,0,0,0,0,0,0,1,1,3,20,19,6,0,0,1,0,0,0,0,2,1,17,11,0,3,0,0,0,0,0,0,1,4,2,21,4,0,0,0,0,0,0,2,3,1,14,8,8,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0,0,1,0,4,3,13,48,9,0,0,0,0,0,0,0,0,2,8,6,1,0,0,0,0,0,0,0,0,0,5,2,2,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0
"5236",510523,"Lambari d'Oeste",0,0,0,0,0,8,0,1,3,9,0,0,0,0,0,0,0,0,1,0,17,24,6,0,0,0,1,0,0,1,2,4,8,17,5,0,0,0,2,1,0,1,1,1,6,26,11,1,0,3,0,0,1,6,1,10,9,9,3,1,0,0,0,0,3,3,1,5,3,3,6,0,0,0,0,2,0,1,3,6,6,19,0,0,0,1,1,0,0,0,0,0,7,5,2,0,1,0,0,1,0,0,0,3,0,0,5,0,0,0,0,0,3,0,6,7,7,4,3,0,0,0,0,0,9,0,0,0,5,2,2,0,0,0,0,0,1,0,0,4,7,2,0,3,0,0,0,0,0,0,0,3,3,1,5,0,0,0,0,0,0,1,1,2,2,1,0,0
