location_id,year_id,GBD_mean,JRF_admin,bias_term
KEN_35628,1995,0.94707555,NA,NA
KEN_35628,1996,0.94854611,NA,NA
KEN_35628,1997,0.94989955,NA,NA
KEN_35628,1998,0.94956714,NA,NA
KEN_35628,1999,0.9469083,NA,NA
KEN_35628,2000,0.94457221,NA,NA
KEN_35628,2001,0.94269031,NA,NA
KEN_35628,2002,0.94125462,NA,NA
KEN_35628,2003,0.94023293,NA,NA
KEN_35628,2004,0.93937856,NA,NA
KEN_35628,2005,0.93876249,NA,NA
KEN_35628,2006,0.93825895,NA,NA
KEN_35628,2007,0.93800771,NA,NA
KEN_35628,2008,0.93095064,NA,NA
KEN_35628,2009,0.92371273,NA,NA
KEN_35628,2010,0.91617996,NA,NA
KEN_35628,2011,0.90931809,NA,NA
KEN_35628,2012,0.90359879,NA,NA
KEN_35628,2013,0.89944178,NA,NA
KEN_35628,2014,0.90464371,NA,NA
KEN_35628,2015,0.91048753,NA,NA
KEN_35629,1980,0.88738996,NA,NA
KEN_35629,1981,0.89482802,NA,NA
KEN_35629,1982,0.90195465,NA,NA
KEN_35629,1983,0.90872365,NA,NA
KEN_35629,1984,0.91512781,NA,NA
KEN_35629,1985,0.92117548,NA,NA
KEN_35629,1986,0.92670667,NA,NA
KEN_35629,1987,0.93170977,NA,NA
KEN_35629,1988,0.93638015,NA,NA
KEN_35629,1989,0.94078881,NA,NA
KEN_35629,1990,0.94509065,NA,NA
KEN_35629,1991,0.94915408,NA,NA
KEN_35629,1992,0.95294034,NA,NA
KEN_35629,1993,0.95650905,NA,NA
KEN_35629,1994,0.95988739,NA,NA
KEN_35629,1995,0.96300811,NA,NA
KEN_35629,1996,0.96533585,NA,NA
KEN_35629,1997,0.96751231,NA,NA
KEN_35629,1998,0.96932244,NA,NA
KEN_35629,1999,0.97052258,NA,NA
KEN_35629,2000,0.9717049,NA,NA
KEN_35629,2001,0.97293341,NA,NA
KEN_35629,2002,0.97418398,NA,NA
KEN_35629,2003,0.97544581,NA,NA
KEN_35629,2004,0.97662562,NA,NA
KEN_35629,2005,0.97776693,NA,NA
KEN_35629,2006,0.9788357,NA,NA
KEN_35629,2007,0.97987229,NA,NA
KEN_35629,2008,0.97961086,NA,NA
KEN_35629,2009,0.97941887,NA,NA
KEN_35629,2010,0.97921091,NA,NA
KEN_35629,2011,0.97916126,NA,NA
KEN_35629,2012,0.97929013,NA,NA
KEN_35629,2013,0.9796114,NA,NA
KEN_35629,2014,0.98095793,NA,NA
KEN_35629,2015,0.98228979,NA,NA
KEN_35630,1980,0.84406871,NA,NA
KEN_35630,1981,0.85058874,NA,NA
KEN_35630,1982,0.85706919,NA,NA
KEN_35630,1983,0.8634333,NA,NA
KEN_35630,1984,0.8696534,NA,NA
KEN_35630,1985,0.87572277,NA,NA
KEN_35630,1986,0.88137507,NA,NA
KEN_35630,1987,0.88655031,NA,NA
KEN_35630,1988,0.89152247,NA,NA
KEN_35630,1989,0.89639372,NA,NA
KEN_35630,1990,0.90202522,NA,NA
KEN_35630,1991,0.90746343,NA,NA
KEN_35630,1992,0.91263264,NA,NA
KEN_35630,1993,0.91762328,NA,NA
KEN_35630,1994,0.92247266,NA,NA
KEN_35630,1995,0.92703748,NA,NA
KEN_35630,1996,0.93059272,NA,NA
KEN_35630,1997,0.93395174,NA,NA
KEN_35630,1998,0.93678069,NA,NA
KEN_35630,1999,0.93853456,NA,NA
KEN_35630,2000,0.94033188,NA,NA
KEN_35630,2001,0.94206727,NA,NA
KEN_35630,2002,0.94371122,NA,NA
KEN_35630,2003,0.94522291,NA,NA
KEN_35630,2004,0.94637233,NA,NA
KEN_35630,2005,0.94721353,NA,NA
KEN_35630,2006,0.94758159,NA,NA
KEN_35630,2007,0.94756979,NA,NA
KEN_35630,2008,0.9440251,NA,NA
KEN_35630,2009,0.94002861,NA,NA
KEN_35630,2010,0.93540055,NA,NA
KEN_35630,2011,0.93067062,NA,NA
KEN_35630,2012,0.92611754,NA,NA
KEN_35630,2013,0.92201465,NA,NA
KEN_35630,2014,0.92157394,NA,NA
KEN_35630,2015,0.92164224,NA,NA
KEN_35631,1980,0.90465915,NA,NA
KEN_35631,1981,0.9104321,NA,NA
KEN_35631,1982,0.91599792,NA,NA
KEN_35631,1983,0.92130905,NA,NA
KEN_35631,1984,0.92635286,NA,NA
KEN_35631,1985,0.93113542,NA,NA
KEN_35631,1986,0.93551713,NA,NA
KEN_35631,1987,0.9394865,NA,NA
KEN_35631,1988,0.94321477,NA,NA
KEN_35631,1989,0.94676423,NA,NA
KEN_35631,1990,0.95017779,NA,NA
KEN_35631,1991,0.95344537,NA,NA
KEN_35631,1992,0.95652759,NA,NA
KEN_35631,1993,0.95947695,NA,NA
KEN_35631,1994,0.96231627,NA,NA
KEN_35631,1995,0.96497858,NA,NA
KEN_35631,1996,0.96702492,NA,NA
KEN_35631,1997,0.96897709,NA,NA
KEN_35631,1998,0.97089642,NA,NA
KEN_35631,1999,0.97252637,NA,NA
KEN_35631,2000,0.97399986,NA,NA
KEN_35631,2001,0.97544426,NA,NA
KEN_35631,2002,0.97684598,NA,NA
KEN_35631,2003,0.97820675,NA,NA
KEN_35631,2004,0.97945303,NA,NA
KEN_35631,2005,0.98063028,NA,NA
KEN_35631,2006,0.98170245,NA,NA
KEN_35631,2007,0.98272187,NA,NA
KEN_35631,2008,0.98292702,NA,NA
KEN_35631,2009,0.98316842,NA,NA
KEN_35631,2010,0.98343766,NA,NA
KEN_35631,2011,0.98376083,NA,NA
KEN_35631,2012,0.98414218,NA,NA
KEN_35631,2013,0.9845823,NA,NA
KEN_35631,2014,0.98549497,NA,NA
KEN_35631,2015,0.98636723,NA,NA
KEN_35632,1980,0.884817,NA,NA
KEN_35632,1981,0.89141071,NA,NA
KEN_35632,1982,0.89776069,NA,NA
KEN_35632,1983,0.90381515,NA,NA
KEN_35632,1984,0.90956491,NA,NA
KEN_35632,1985,0.91502011,NA,NA
KEN_35632,1986,0.92000806,NA,NA
KEN_35632,1987,0.92450863,NA,NA
KEN_35632,1988,0.92873031,NA,NA
KEN_35632,1989,0.93275201,NA,NA
KEN_35632,1990,0.93684983,NA,NA
KEN_35632,1991,0.94071716,NA,NA
KEN_35632,1992,0.94431818,NA,NA
KEN_35632,1993,0.94772732,NA,NA
KEN_35632,1994,0.95098197,NA,NA
KEN_35632,1995,0.9540025,NA,NA
KEN_35632,1996,0.95613408,NA,NA
KEN_35632,1997,0.95813525,NA,NA
KEN_35632,1998,0.95936471,NA,NA
KEN_35632,1999,0.95946443,NA,NA
KEN_35632,2000,0.95986491,NA,NA
KEN_35632,2001,0.9604426,NA,NA
KEN_35632,2002,0.96118885,NA,NA
KEN_35632,2003,0.96207815,NA,NA
KEN_35632,2004,0.96295381,NA,NA
KEN_35632,2005,0.96386594,NA,NA
KEN_35632,2006,0.96473229,NA,NA
KEN_35632,2007,0.96561837,NA,NA
KEN_35632,2008,0.96371377,NA,NA
KEN_35632,2009,0.96186012,NA,NA
KEN_35632,2010,0.95991135,NA,NA
KEN_35632,2011,0.95827758,NA,NA
KEN_35632,2012,0.9570868,NA,NA
KEN_35632,2013,0.95643431,NA,NA
KEN_35632,2014,0.95873195,NA,NA
KEN_35632,2015,0.96115071,NA,NA
KEN_35633,1980,0.79085845,NA,NA
KEN_35633,1981,0.80237108,NA,NA
KEN_35633,1982,0.81363529,NA,NA
KEN_35633,1983,0.82453519,NA,NA
KEN_35633,1984,0.835024,NA,NA
KEN_35633,1985,0.84509146,NA,NA
KEN_35633,1986,0.85442579,NA,NA
KEN_35633,1987,0.86297095,NA,NA
KEN_35633,1988,0.87105691,NA,NA
KEN_35633,1989,0.87879598,NA,NA
KEN_35633,1990,0.88696778,NA,NA
KEN_35633,1991,0.89467221,NA,NA
KEN_35633,1992,0.90182549,NA,NA
KEN_35633,1993,0.90853453,NA,NA
KEN_35633,1994,0.91484761,NA,NA
KEN_35633,1995,0.92062092,NA,NA
KEN_35633,1996,0.92476732,NA,NA
KEN_35633,1997,0.92851824,NA,NA
KEN_35633,1998,0.93063724,NA,NA
KEN_35633,1999,0.93050766,NA,NA
KEN_35633,2000,0.93060029,NA,NA
KEN_35633,2001,0.9308331,NA,NA
KEN_35633,2002,0.93111336,NA,NA
KEN_35633,2003,0.93136919,NA,NA
KEN_35633,2004,0.93130201,NA,NA
KEN_35633,2005,0.93097526,NA,NA
KEN_35633,2006,0.93028599,NA,NA
KEN_35633,2007,0.92927724,NA,NA
KEN_35633,2008,0.92181051,NA,NA
KEN_35633,2009,0.91368139,NA,NA
KEN_35633,2010,0.90475667,NA,NA
KEN_35633,2011,0.89626265,NA,NA
KEN_35633,2012,0.88883436,NA,NA
KEN_35633,2013,0.88314074,NA,NA
KEN_35633,2014,0.88611841,NA,NA
KEN_35633,2015,0.89051229,NA,NA
KEN_35634,1980,0.75900692,NA,NA
KEN_35634,1981,0.77033937,NA,NA
KEN_35634,1982,0.78155726,NA,NA
KEN_35634,1983,0.79253811,NA,NA
KEN_35634,1984,0.80321848,NA,NA
KEN_35634,1985,0.81356716,NA,NA
KEN_35634,1986,0.82320672,NA,NA
KEN_35634,1987,0.8320514,NA,NA
KEN_35634,1988,0.84047127,NA,NA
KEN_35634,1989,0.84859401,NA,NA
KEN_35634,1990,0.85678768,NA,NA
KEN_35634,1991,0.86470646,NA,NA
KEN_35634,1992,0.87223172,NA,NA
KEN_35634,1993,0.87948906,NA,NA
KEN_35634,1994,0.8865304,NA,NA
KEN_35634,1995,0.89315462,NA,NA
KEN_35634,1996,0.89820594,NA,NA
KEN_35634,1997,0.90296835,NA,NA
KEN_35634,1998,0.90714937,NA,NA
KEN_35634,1999,0.90997708,NA,NA
KEN_35634,2000,0.91263765,NA,NA
KEN_35634,2001,0.91528457,NA,NA
KEN_35634,2002,0.91783386,NA,NA
KEN_35634,2003,0.92026055,NA,NA
KEN_35634,2004,0.92227894,NA,NA
KEN_35634,2005,0.92401642,NA,NA
KEN_35634,2006,0.92534745,NA,NA
KEN_35634,2007,0.92641908,NA,NA
KEN_35634,2008,0.92329258,NA,NA
KEN_35634,2009,0.92008078,NA,NA
KEN_35634,2010,0.9166289,NA,NA
KEN_35634,2011,0.91360164,NA,NA
KEN_35634,2012,0.91124129,NA,NA
KEN_35634,2013,0.90977657,NA,NA
KEN_35634,2014,0.91238809,NA,NA
KEN_35634,2015,0.91556072,NA,NA
KEN_35635,1980,0.83907074,NA,NA
KEN_35635,1981,0.84511238,NA,NA
KEN_35635,1982,0.85112083,NA,NA
KEN_35635,1983,0.85702449,NA,NA
KEN_35635,1984,0.862804,NA,NA
KEN_35635,1985,0.8684631,NA,NA
KEN_35635,1986,0.87373048,NA,NA
KEN_35635,1987,0.87854862,NA,NA
KEN_35635,1988,0.88319194,NA,NA
KEN_35635,1989,0.88774675,NA,NA
KEN_35635,1990,0.89299297,NA,NA
KEN_35635,1991,0.89807522,NA,NA
KEN_35635,1992,0.90290344,NA,NA
KEN_35635,1993,0.90757972,NA,NA
KEN_35635,1994,0.91215199,NA,NA
KEN_35635,1995,0.91646874,NA,NA
KEN_35635,1996,0.91985923,NA,NA
KEN_35635,1997,0.92310476,NA,NA
KEN_35635,1998,0.92568487,NA,NA
KEN_35635,1999,0.92695332,NA,NA
KEN_35635,2000,0.92815447,NA,NA
KEN_35635,2001,0.92949611,NA,NA
KEN_35635,2002,0.93089014,NA,NA
KEN_35635,2003,0.9322803,NA,NA
KEN_35635,2004,0.93338281,NA,NA
KEN_35635,2005,0.93427014,NA,NA
KEN_35635,2006,0.93475568,NA,NA
KEN_35635,2007,0.9350034,NA,NA
KEN_35635,2008,0.93095702,NA,NA
KEN_35635,2009,0.92665255,NA,NA
KEN_35635,2010,0.92203605,NA,NA
KEN_35635,2011,0.91758698,NA,NA
KEN_35635,2012,0.91357869,NA,NA
KEN_35635,2013,0.91026819,NA,NA
KEN_35635,2014,0.91145527,NA,NA
KEN_35635,2015,0.91319549,NA,NA
KEN_35636,1980,0.89289832,NA,NA
KEN_35636,1981,0.89875114,NA,NA
KEN_35636,1982,0.90439379,NA,NA
KEN_35636,1983,0.90977526,NA,NA
KEN_35636,1984,0.91488057,NA,NA
KEN_35636,1985,0.91971171,NA,NA
KEN_35636,1986,0.92409992,NA,NA
KEN_35636,1987,0.92802173,NA,NA
KEN_35636,1988,0.93166977,NA,NA
KEN_35636,1989,0.93511558,NA,NA
KEN_35636,1990,0.93855155,NA,NA
KEN_35636,1991,0.94182104,NA,NA
KEN_35636,1992,0.94487607,NA,NA
KEN_35636,1993,0.94778329,NA,NA
KEN_35636,1994,0.95057565,NA,NA
KEN_35636,1995,0.95316988,NA,NA
KEN_35636,1996,0.95496678,NA,NA
KEN_35636,1997,0.95665222,NA,NA
KEN_35636,1998,0.95724064,NA,NA
KEN_35636,1999,0.95629472,NA,NA
KEN_35636,2000,0.95548862,NA,NA
KEN_35636,2001,0.95502186,NA,NA
KEN_35636,2002,0.95486653,NA,NA
KEN_35636,2003,0.95499223,NA,NA
KEN_35636,2004,0.95521039,NA,NA
KEN_35636,2005,0.95557785,NA,NA
KEN_35636,2006,0.95600021,NA,NA
KEN_35636,2007,0.95657474,NA,NA
KEN_35636,2008,0.95310014,NA,NA
KEN_35636,2009,0.94969511,NA,NA
KEN_35636,2010,0.94633782,NA,NA
KEN_35636,2011,0.94348693,NA,NA
KEN_35636,2012,0.94135016,NA,NA
KEN_35636,2013,0.94009691,NA,NA
KEN_35636,2014,0.94367158,NA,NA
KEN_35636,2015,0.94747233,NA,NA
KEN_35637,1980,0.66053253,NA,NA
KEN_35637,1981,0.67307264,NA,NA
KEN_35637,1982,0.68565935,NA,NA
KEN_35637,1983,0.69815683,NA,NA
KEN_35637,1984,0.71051073,NA,NA
KEN_35637,1985,0.7227006,NA,NA
KEN_35637,1986,0.73422027,NA,NA
KEN_35637,1987,0.7449286,NA,NA
KEN_35637,1988,0.75528824,NA,NA
KEN_35637,1989,0.76544237,NA,NA
KEN_35637,1990,0.77670425,NA,NA
KEN_35637,1991,0.78756213,NA,NA
KEN_35637,1992,0.79784471,NA,NA
KEN_35637,1993,0.8077231,NA,NA
KEN_35637,1994,0.81727493,NA,NA
KEN_35637,1995,0.82620949,NA,NA
KEN_35637,1996,0.83272958,NA,NA
KEN_35637,1997,0.83879226,NA,NA
KEN_35637,1998,0.84352469,NA,NA
KEN_35637,1999,0.84567118,NA,NA
KEN_35637,2000,0.84760827,NA,NA
KEN_35637,2001,0.84964705,NA,NA
KEN_35637,2002,0.85164499,NA,NA
KEN_35637,2003,0.8535468,NA,NA
KEN_35637,2004,0.85484707,NA,NA
KEN_35637,2005,0.8557449,NA,NA
KEN_35637,2006,0.85601968,NA,NA
KEN_35637,2007,0.85591078,NA,NA
KEN_35637,2008,0.84739614,NA,NA
KEN_35637,2009,0.83867693,NA,NA
KEN_35637,2010,0.82959521,NA,NA
KEN_35637,2011,0.82152969,NA,NA
KEN_35637,2012,0.81507164,NA,NA
KEN_35637,2013,0.8107838,NA,NA
KEN_35637,2014,0.81550568,NA,NA
KEN_35637,2015,0.82179809,NA,NA
KEN_35638,1980,0.79848266,NA,NA
KEN_35638,1981,0.80963343,NA,NA
KEN_35638,1982,0.82053131,NA,NA
KEN_35638,1983,0.83107179,NA,NA
KEN_35638,1984,0.84121615,NA,NA
KEN_35638,1985,0.85096043,NA,NA
KEN_35638,1986,0.86000973,NA,NA
KEN_35638,1987,0.86831802,NA,NA
KEN_35638,1988,0.87621129,NA,NA
KEN_35638,1989,0.88380462,NA,NA
KEN_35638,1990,0.89180535,NA,NA
KEN_35638,1991,0.89944893,NA,NA
KEN_35638,1992,0.90665072,NA,NA
KEN_35638,1993,0.91351402,NA,NA
KEN_35638,1994,0.92008382,NA,NA
KEN_35638,1995,0.92622346,NA,NA
KEN_35638,1996,0.93094766,NA,NA
KEN_35638,1997,0.93541265,NA,NA
KEN_35638,1998,0.94050604,NA,NA
KEN_35638,1999,0.94562221,NA,NA
KEN_35638,2000,0.9502573,NA,NA
KEN_35638,2001,0.95441771,NA,NA
KEN_35638,2002,0.95814615,NA,NA
KEN_35638,2003,0.96152657,NA,NA
KEN_35638,2004,0.96450067,NA,NA
KEN_35638,2005,0.9672029,NA,NA
KEN_35638,2006,0.96963781,NA,NA
KEN_35638,2007,0.97188759,NA,NA
KEN_35638,2008,0.97344267,NA,NA
KEN_35638,2009,0.97496593,NA,NA
KEN_35638,2010,0.9762972,NA,NA
KEN_35638,2011,0.97762322,NA,NA
KEN_35638,2012,0.97892416,NA,NA
KEN_35638,2013,0.98019326,NA,NA
KEN_35638,2014,0.98156536,NA,NA
KEN_35638,2015,0.98285174,NA,NA
KEN_35639,1980,0.84594834,NA,NA
KEN_35639,1981,0.85338539,NA,NA
KEN_35639,1982,0.86065918,NA,NA
KEN_35639,1983,0.86769718,NA,NA
KEN_35639,1984,0.87447876,NA,NA
KEN_35639,1985,0.88100618,NA,NA
KEN_35639,1986,0.88703471,NA,NA
KEN_35639,1987,0.89252293,NA,NA
KEN_35639,1988,0.89773434,NA,NA
KEN_35639,1989,0.90275931,NA,NA
KEN_35639,1990,0.90811396,NA,NA
KEN_35639,1991,0.91325653,NA,NA
KEN_35639,1992,0.91811943,NA,NA
KEN_35639,1993,0.92279804,NA,NA
KEN_35639,1994,0.92733854,NA,NA
KEN_35639,1995,0.93161792,NA,NA
KEN_35639,1996,0.93480802,NA,NA
KEN_35639,1997,0.93783802,NA,NA
KEN_35639,1998,0.94032508,NA,NA
KEN_35639,1999,0.94177234,NA,NA
KEN_35639,2000,0.94331598,NA,NA
KEN_35639,2001,0.94499958,NA,NA
KEN_35639,2002,0.94676745,NA,NA
KEN_35639,2003,0.94860637,NA,NA
KEN_35639,2004,0.95033324,NA,NA
KEN_35639,2005,0.95203835,NA,NA
KEN_35639,2006,0.95366794,NA,NA
KEN_35639,2007,0.95528525,NA,NA
KEN_35639,2008,0.95416015,NA,NA
KEN_35639,2009,0.95316988,NA,NA
KEN_35639,2010,0.95216298,NA,NA
KEN_35639,2011,0.95151812,NA,NA
KEN_35639,2012,0.95127928,NA,NA
KEN_35639,2013,0.95148844,NA,NA
KEN_35639,2014,0.95406801,NA,NA
KEN_35639,2015,0.95669115,NA,NA
KEN_35640,1980,0.90687287,NA,NA
KEN_35640,1981,0.90771091,NA,NA
KEN_35640,1982,0.90857679,NA,NA
KEN_35640,1983,0.90943176,NA,NA
KEN_35640,1984,0.91026431,NA,NA
KEN_35640,1985,0.9110738,NA,NA
KEN_35640,1986,0.91165972,NA,NA
KEN_35640,1987,0.911964,NA,NA
KEN_35640,1988,0.91215813,NA,NA
KEN_35640,1989,0.91228086,NA,NA
KEN_35640,1990,0.91256219,NA,NA
KEN_35640,1991,0.9127571,NA,NA
KEN_35640,1992,0.91279107,NA,NA
KEN_35640,1993,0.91275972,NA,NA
KEN_35640,1994,0.91272283,NA,NA
KEN_35640,1995,0.91253728,NA,NA
KEN_35640,1996,0.91192645,NA,NA
KEN_35640,1997,0.911174,NA,NA
KEN_35640,1998,0.90590894,NA,NA
KEN_35640,1999,0.8940773,NA,NA
KEN_35640,2000,0.8821066,NA,NA
KEN_35640,2001,0.87058836,NA,NA
KEN_35640,2002,0.85946035,NA,NA
KEN_35640,2003,0.8485769,NA,NA
KEN_35640,2004,0.83721697,NA,NA
KEN_35640,2005,0.82530808,NA,NA
KEN_35640,2006,0.8122918,NA,NA
KEN_35640,2007,0.7982899,NA,NA
KEN_35640,2008,0.75651199,NA,NA
KEN_35640,2009,0.70981205,NA,NA
KEN_35640,2010,0.65969265,NA,NA
KEN_35640,2011,0.60980666,NA,NA
KEN_35640,2012,0.56304389,NA,NA
KEN_35640,2013,0.5217756,NA,NA
KEN_35640,2014,0.51570183,NA,NA
KEN_35640,2015,0.51355559,NA,NA
KEN_35641,1980,0.79202086,NA,NA
KEN_35641,1981,0.79612547,NA,NA
KEN_35641,1982,0.80038375,NA,NA
KEN_35641,1983,0.8047151,NA,NA
KEN_35641,1984,0.80909276,NA,NA
KEN_35641,1985,0.81351328,NA,NA
KEN_35641,1986,0.81760687,NA,NA
KEN_35641,1987,0.82127917,NA,NA
KEN_35641,1988,0.82488364,NA,NA
KEN_35641,1989,0.82853562,NA,NA
KEN_35641,1990,0.83297271,NA,NA
KEN_35641,1991,0.83744723,NA,NA
KEN_35641,1992,0.84186029,NA,NA
KEN_35641,1993,0.84638685,NA,NA
KEN_35641,1994,0.85112524,NA,NA
KEN_35641,1995,0.85584635,NA,NA
KEN_35641,1996,0.85977948,NA,NA
KEN_35641,1997,0.86373788,NA,NA
KEN_35641,1998,0.86828369,NA,NA
KEN_35641,1999,0.87234288,NA,NA
KEN_35641,2000,0.87628138,NA,NA
KEN_35641,2001,0.88013214,NA,NA
KEN_35641,2002,0.88377798,NA,NA
KEN_35641,2003,0.88722211,NA,NA
KEN_35641,2004,0.89010102,NA,NA
KEN_35641,2005,0.89258134,NA,NA
KEN_35641,2006,0.89447504,NA,NA
KEN_35641,2007,0.89591056,NA,NA
KEN_35641,2008,0.8930552,NA,NA
KEN_35641,2009,0.88986784,NA,NA
KEN_35641,2010,0.8862825,NA,NA
KEN_35641,2011,0.88266593,NA,NA
KEN_35641,2012,0.87911606,NA,NA
KEN_35641,2013,0.87574339,NA,NA
KEN_35641,2014,0.87529045,NA,NA
KEN_35641,2015,0.87487066,NA,NA
KEN_35642,1980,0.89936787,NA,NA
KEN_35642,1981,0.90465099,NA,NA
KEN_35642,1982,0.90976065,NA,NA
KEN_35642,1983,0.91464984,NA,NA
KEN_35642,1984,0.91930664,NA,NA
KEN_35642,1985,0.92373633,NA,NA
KEN_35642,1986,0.92778116,NA,NA
KEN_35642,1987,0.93141943,NA,NA
KEN_35642,1988,0.93483365,NA,NA
KEN_35642,1989,0.93808889,NA,NA
KEN_35642,1990,0.94173151,NA,NA
KEN_35642,1991,0.94517195,NA,NA
KEN_35642,1992,0.94836402,NA,NA
KEN_35642,1993,0.95137173,NA,NA
KEN_35642,1994,0.95422667,NA,NA
KEN_35642,1995,0.95685309,NA,NA
KEN_35642,1996,0.95875525,NA,NA
KEN_35642,1997,0.96052635,NA,NA
KEN_35642,1998,0.96121532,NA,NA
KEN_35642,1999,0.96042955,NA,NA
KEN_35642,2000,0.95959383,NA,NA
KEN_35642,2001,0.95905513,NA,NA
KEN_35642,2002,0.958776,NA,NA
KEN_35642,2003,0.95871127,NA,NA
KEN_35642,2004,0.95866907,NA,NA
KEN_35642,2005,0.95868474,NA,NA
KEN_35642,2006,0.95864415,NA,NA
KEN_35642,2007,0.95864856,NA,NA
KEN_35642,2008,0.95451635,NA,NA
KEN_35642,2009,0.95021737,NA,NA
KEN_35642,2010,0.94584054,NA,NA
KEN_35642,2011,0.94179296,NA,NA
KEN_35642,2012,0.93836445,NA,NA
KEN_35642,2013,0.93582022,NA,NA
KEN_35642,2014,0.93866056,NA,NA
KEN_35642,2015,0.94193625,NA,NA
KEN_35643,1980,0.62160683,NA,NA
KEN_35643,1981,0.63714695,NA,NA
KEN_35643,1982,0.65265787,NA,NA
KEN_35643,1983,0.66796941,NA,NA
KEN_35643,1984,0.68300444,NA,NA
KEN_35643,1985,0.69773388,NA,NA
KEN_35643,1986,0.71162528,NA,NA
KEN_35643,1987,0.72452706,NA,NA
KEN_35643,1988,0.73694301,NA,NA
KEN_35643,1989,0.74904531,NA,NA
KEN_35643,1990,0.76259786,NA,NA
KEN_35643,1991,0.77565479,NA,NA
KEN_35643,1992,0.78801566,NA,NA
KEN_35643,1993,0.79984123,NA,NA
KEN_35643,1994,0.81119454,NA,NA
KEN_35643,1995,0.82176697,NA,NA
KEN_35643,1996,0.82947117,NA,NA
KEN_35643,1997,0.8366105,NA,NA
KEN_35643,1998,0.84271973,NA,NA
KEN_35643,1999,0.84656954,NA,NA
KEN_35643,2000,0.85031605,NA,NA
KEN_35643,2001,0.85392374,NA,NA
KEN_35643,2002,0.85730493,NA,NA
KEN_35643,2003,0.86044794,NA,NA
KEN_35643,2004,0.8629117,NA,NA
KEN_35643,2005,0.8649382,NA,NA
KEN_35643,2006,0.86635828,NA,NA
KEN_35643,2007,0.86745059,NA,NA
KEN_35643,2008,0.8615191,NA,NA
KEN_35643,2009,0.85565633,NA,NA
KEN_35643,2010,0.84931886,NA,NA
KEN_35643,2011,0.84411615,NA,NA
KEN_35643,2012,0.84055036,NA,NA
KEN_35643,2013,0.83907384,NA,NA
KEN_35643,2014,0.84494209,NA,NA
KEN_35643,2015,0.85218942,NA,NA
KEN_35644,1980,0.87960047,NA,NA
KEN_35644,1981,0.88576144,NA,NA
KEN_35644,1982,0.89172208,NA,NA
KEN_35644,1983,0.89742726,NA,NA
KEN_35644,1984,0.90286607,NA,NA
KEN_35644,1985,0.90804416,NA,NA
KEN_35644,1986,0.91276735,NA,NA
KEN_35644,1987,0.9170047,NA,NA
KEN_35644,1988,0.92096502,NA,NA
KEN_35644,1989,0.92471874,NA,NA
KEN_35644,1990,0.92905974,NA,NA
KEN_35644,1991,0.93310624,NA,NA
KEN_35644,1992,0.93681151,NA,NA
KEN_35644,1993,0.94025475,NA,NA
KEN_35644,1994,0.94347829,NA,NA
KEN_35644,1995,0.94639444,NA,NA
KEN_35644,1996,0.94822961,NA,NA
KEN_35644,1997,0.94985604,NA,NA
KEN_35644,1998,0.94954991,NA,NA
KEN_35644,1999,0.94665366,NA,NA
KEN_35644,2000,0.94386178,NA,NA
KEN_35644,2001,0.94152898,NA,NA
KEN_35644,2002,0.93964529,NA,NA
KEN_35644,2003,0.93819588,NA,NA
KEN_35644,2004,0.93694663,NA,NA
KEN_35644,2005,0.93598849,NA,NA
KEN_35644,2006,0.93527222,NA,NA
KEN_35644,2007,0.93487185,NA,NA
KEN_35644,2008,0.92692608,NA,NA
KEN_35644,2009,0.91877806,NA,NA
KEN_35644,2010,0.91039783,NA,NA
KEN_35644,2011,0.90294063,NA,NA
KEN_35644,2012,0.89693874,NA,NA
KEN_35644,2013,0.89288324,NA,NA
KEN_35644,2014,0.89946783,NA,NA
KEN_35644,2015,0.90674776,NA,NA
KEN_35645,1980,0.89329106,NA,NA
KEN_35645,1981,0.89927226,NA,NA
KEN_35645,1982,0.90502894,NA,NA
KEN_35645,1983,0.91051543,NA,NA
KEN_35645,1984,0.91572016,NA,NA
KEN_35645,1985,0.92064726,NA,NA
KEN_35645,1986,0.92513233,NA,NA
KEN_35645,1987,0.92915422,NA,NA
KEN_35645,1988,0.93290555,NA,NA
KEN_35645,1989,0.9364574,NA,NA
KEN_35645,1990,0.93974704,NA,NA
KEN_35645,1991,0.94288951,NA,NA
KEN_35645,1992,0.94583738,NA,NA
KEN_35645,1993,0.94865614,NA,NA
KEN_35645,1994,0.95137769,NA,NA
KEN_35645,1995,0.9539181,NA,NA
KEN_35645,1996,0.95569843,NA,NA
KEN_35645,1997,0.9573738,NA,NA
KEN_35645,1998,0.95784801,NA,NA
KEN_35645,1999,0.95666867,NA,NA
KEN_35645,2000,0.95563257,NA,NA
KEN_35645,2001,0.95494634,NA,NA
KEN_35645,2002,0.95458031,NA,NA
KEN_35645,2003,0.95449346,NA,NA
KEN_35645,2004,0.95448345,NA,NA
KEN_35645,2005,0.95459616,NA,NA
KEN_35645,2006,0.95472276,NA,NA
KEN_35645,2007,0.95495999,NA,NA
KEN_35645,2008,0.95064986,NA,NA
KEN_35645,2009,0.9462536,NA,NA
KEN_35645,2010,0.9418304,NA,NA
KEN_35645,2011,0.93785256,NA,NA
KEN_35645,2012,0.93460512,NA,NA
KEN_35645,2013,0.93233812,NA,NA
KEN_35645,2014,0.93586266,NA,NA
KEN_35645,2015,0.93974799,NA,NA
KEN_35646,1980,0.81616253,NA,NA
KEN_35646,1981,0.82872218,NA,NA
